CityName,StateCode,StateName,Latitude,Longitude, Population ,TimezoneCode
Uravan,CO,Colorado,38.3683,-108.7365,,M
Rio Blanco,CO,Colorado,39.7378,-107.9454,,M
Jefferson,CO,Colorado,39.3772,-105.8006,,M
Heeney,CO,Colorado,39.8711,-106.3002,,M
Parlin,CO,Colorado,38.5028,-106.7284,,M
Boncarbo,CO,Colorado,37.2167,-104.695,,M
Cowdrey,CO,Colorado,40.8597,-106.3131,,M
Tall Timber,CO,Colorado,40.0151,-105.3498,,M
Granite,CO,Colorado,39.0436,-106.2634,,M
Ellicott,CO,Colorado,38.8256,-104.3829,,M
Stonegate,CO,Colorado,39.5356,-104.8032,,M
South Platte,CO,Colorado,39.4075,-105.1714,,M
Jansen,CO,Colorado,37.1581,-104.5501,,M
Sunshine,CO,Colorado,40.0636,-105.3696,,M
Lay,CO,Colorado,40.5266,-107.882,,M
Vigil,CO,Colorado,37.1611,-104.9417,,M
Arapahoe,CO,Colorado,38.85,-102.1821,,M
Highlands Ranch,CO,Colorado,39.5419,-104.9708,,M
State Bridge,CO,Colorado,39.8578,-106.6498,,M
Maysville,CO,Colorado,38.5305,-106.2157,,M
Indian Hills,CO,Colorado,39.6294,-105.2508,,M
Matheson,CO,Colorado,39.1717,-103.9755,,M
Orchard Mesa,CO,Colorado,39.0364,-108.5173,,M
Eldora,CO,Colorado,39.9536,-105.578,,M
Leyner,CO,Colorado,40.0511,-105.1073,,M
Karval,CO,Colorado,38.7333,-103.5372,,M
Clifton,CO,Colorado,39.0763,-108.4606,,M
Doyleville,CO,Colorado,38.4517,-106.6095,,M
Gateway,CO,Colorado,38.6825,-108.9751,,M
Hygiene,CO,Colorado,40.1886,-105.1808,,M
Hiawatha,CO,Colorado,40.9883,-108.6204,,M
Crescent,CO,Colorado,39.9283,-105.3428,,M
Pagosa Junction,CO,Colorado,37.0381,-107.1992,,M
Cardiff,CO,Colorado,39.5061,-107.3109,,M
Wallstreet,CO,Colorado,40.0389,-105.3908,,M
Red Feather Lakes,CO,Colorado,40.8071,-105.5864,,M
Watkins,CO,Colorado,39.6971,-104.5787,,M
Picture Rocks,AZ,Arizona,32.3274,-111.2557,,M
Pantano,AZ,Arizona,31.9995,-110.5801,,M
Continental,AZ,Arizona,31.8523,-110.9748,,M
Calva,AZ,Arizona,33.1806,-110.1865,,M
Iron Springs,AZ,Arizona,34.5847,-112.5699,,M
Laveen,AZ,Arizona,33.3628,-112.1693,,M
Valle,AZ,Arizona,35.6245,-112.135,,M
Ak-Chin Village,AZ,Arizona,33.0197,-112.0808,,M
Hotevilla-Bacavi,AZ,Arizona,35.9225,-110.6569,,M
Jacob Lake,AZ,Arizona,36.7133,-112.2163,,M
Keams Canyon,AZ,Arizona,35.8229,-110.2011,,M
Tuba City,AZ,Arizona,36.125,-111.2467,,M
Cortaro,AZ,Arizona,32.3562,-111.0884,,M
Chandler Heights,AZ,Arizona,33.212,-111.6862,,M
Rillito,AZ,Arizona,32.4157,-111.1549,,M
Hereford,AZ,Arizona,31.4384,-110.0979,,M
Griffith,AZ,Arizona,35.0667,-114.1166,,M
Wittmann,AZ,Arizona,33.775,-112.5251,,M
Kinter,AZ,Arizona,32.7573,-114.398,,M
Blackwater,AZ,Arizona,33.0396,-111.5798,,M
Cactus Forest,AZ,Arizona,32.9578,-111.317,,M
Pirtleville,AZ,Arizona,31.3613,-109.5661,,M
Greasewood,AZ,Arizona,35.5279,-109.8614,,M
Second Mesa,AZ,Arizona,35.8222,-110.4884,,M
Fort Defiance,AZ,Arizona,35.7469,-109.0685,,M
Antares,AZ,Arizona,35.423,-113.8083,,M
Rio Rico,AZ,Arizona,31.4957,-110.9886,,M
Sevenmile,AZ,Arizona,33.7882,-109.9576,,M
Cienega Springs,AZ,Arizona,34.2009,-114.2089,,M
Greer,AZ,Arizona,34.0054,-109.4611,,M
Oatman,AZ,Arizona,35.0273,-114.3839,,M
Salome,AZ,Arizona,33.7778,-113.6061,,M
Verde Village,AZ,Arizona,34.712,-111.994,,M
Berry,AZ,Arizona,35.2528,-113.9719,,M
Chuichu,AZ,Arizona,32.7403,-111.7821,,M
Tolani Lake,AZ,Arizona,35.4309,-110.8431,,M
Black Canyon City,AZ,Arizona,34.0709,-112.122,,M
Canyon Diablo,AZ,Arizona,35.1628,-111.1176,,M
Beaver Dam,AZ,Arizona,36.9071,-113.9363,,M
Sil Nakya,AZ,Arizona,32.2217,-111.8165,,M
Fort Thomas,AZ,Arizona,33.0222,-109.9665,,M
Arizona Village,AZ,Arizona,34.8548,-114.5893,,M
Green Valley,AZ,Arizona,31.8437,-111.0172,,M
Wenden,AZ,Arizona,33.8324,-113.5433,,M
Aripine,AZ,Arizona,34.4084,-110.431,,M
Saint Michaels,AZ,Arizona,35.6606,-109.0962,,M
Tonopah,AZ,Arizona,33.488,-112.9308,,M
Gisela,AZ,Arizona,34.1015,-111.2895,,M
Paulden,AZ,Arizona,34.8899,-112.4938,,M
Manila,AZ,Arizona,34.965,-110.4135,,M
Cornfields,AZ,Arizona,35.6513,-109.6758,,M
Fort Apache,AZ,Arizona,33.7907,-109.9873,,M
San Manuel,AZ,Arizona,32.6091,-110.6415,,M
Sanders,AZ,Arizona,35.2095,-109.3224,,M
Kelvin,AZ,Arizona,33.1115,-110.9734,,M
White Hills,AZ,Arizona,35.7242,-114.4004,,M
Wilhoit,AZ,Arizona,34.4082,-112.6156,,M
Whetstone,AZ,Arizona,31.7011,-110.3398,,M
Vernon,AZ,Arizona,34.2509,-109.6926,,M
Sun Lakes,AZ,Arizona,33.2172,-111.8695,,M
Katherine,AZ,Arizona,35.2206,-114.5616,,M
Gleeson,AZ,Arizona,31.734,-109.8298,,M
Lake Montezuma,AZ,Arizona,34.6414,-111.796,,M
La Palma,AZ,Arizona,32.8792,-111.5151,,M
Claypool,AZ,Arizona,33.406,-110.8421,,M
York,AZ,Arizona,32.9175,-109.196,,M
Hibbard,AZ,Arizona,34.97,-110.5185,,M
Red Rock,AZ,Arizona,32.561,-111.3745,,M
Willow Valley,AZ,Arizona,34.9296,-114.6159,,M
Rough Rock,AZ,Arizona,36.4106,-109.8691,,M
Bacavi,AZ,Arizona,35.9236,-110.6574,,M
Top-of-the-World,AZ,Arizona,33.3477,-110.9997,,M
Seligman,AZ,Arizona,35.3256,-112.8573,,M
Leupp,AZ,Arizona,35.2966,-111.0027,,M
Harcuvar,AZ,Arizona,33.76,-113.6533,,M
San Simon,AZ,Arizona,32.268,-109.2308,,M
Bitter Springs,AZ,Arizona,36.6118,-111.6475,,M
Yucca,AZ,Arizona,34.863,-114.1461,,M
Sun City West,AZ,Arizona,33.6693,-112.3575,,M
Sawmill,AZ,Arizona,35.8924,-109.1538,,M
Williamson,AZ,Arizona,34.7082,-112.5342,,M
Bear Flat,AZ,Arizona,34.2925,-111.0674,,M
Christmas,AZ,Arizona,33.0623,-110.7426,,M
Dragoon,AZ,Arizona,32.0263,-110.0365,,M
Lake of the Woods,AZ,Arizona,34.1547,-109.9936,,M
Hope,AZ,Arizona,33.7231,-113.7024,,M
Tonto Village,AZ,Arizona,34.3198,-111.1395,,M
Tortilla Flat,AZ,Arizona,33.5264,-111.3899,,M
Why,AZ,Arizona,32.259,-112.7307,,M
First Mesa,AZ,Arizona,35.8389,-110.3665,,M
Pinal,AZ,Arizona,33.3799,-110.7575,,M
Concho,AZ,Arizona,34.4744,-109.6102,,M
Tubac,AZ,Arizona,31.6111,-111.0586,,M
Dudleyville,AZ,Arizona,32.9128,-110.7345,,M
Truxton,AZ,Arizona,35.487,-113.5607,,M
Mescal,AZ,Arizona,31.9675,-110.4367,,M
White Mountain Lake,AZ,Arizona,34.3441,-109.9878,,M
Komatke,AZ,Arizona,33.2953,-112.1615,,M
Stanfield,AZ,Arizona,32.8793,-111.9636,,M
Walapai,AZ,Arizona,35.3444,-113.8841,,M
Jakes Corner,AZ,Arizona,34.0083,-111.3203,,M
Many Farms,AZ,Arizona,36.3532,-109.6272,,M
Teec Nos Pos,AZ,Arizona,36.9221,-109.0753,,M
Queen Valley,AZ,Arizona,33.283,-111.3049,,M
San Miguel,AZ,Arizona,31.6295,-111.7801,,M
Bowie,AZ,Arizona,32.3249,-109.4844,,M
Arlington,AZ,Arizona,33.3346,-112.7747,,M
Lupton,AZ,Arizona,35.3548,-109.0528,,M
Summerhaven,AZ,Arizona,32.4416,-110.7766,,M
Mountainaire,AZ,Arizona,35.0921,-111.6493,,M
Rio Verde,AZ,Arizona,33.7278,-111.674,,M
Dos Cabezas,AZ,Arizona,32.1754,-109.6134,,M
Leupp Corner,AZ,Arizona,35.0742,-110.8579,,M
Harris,AZ,Arizona,35.1369,-114.0838,,M
Tucson Estates,AZ,Arizona,32.1792,-111.1254,,M
Peridot,AZ,Arizona,33.3016,-110.4554,,M
Wikieup,AZ,Arizona,34.6931,-113.5996,,M
Perkinsville,AZ,Arizona,34.9017,-112.1913,,M
Aztec,AZ,Arizona,32.8082,-113.4428,,M
Gold Canyon,AZ,Arizona,33.3715,-111.4369,,M
Arizona City,AZ,Arizona,32.7506,-111.6707,,M
Picacho,AZ,Arizona,32.709,-111.4907,,M
Kaibito,AZ,Arizona,36.592,-111.1071,,M
Canyon Day,AZ,Arizona,33.7826,-110.0328,,M
Florence Junction,AZ,Arizona,33.2595,-111.3371,,M
Haivana Nakya,AZ,Arizona,32.0051,-111.7124,,M
Vail,AZ,Arizona,32.0217,-110.6937,,M
McNeal,AZ,Arizona,31.6079,-109.6699,,M
Morenci,AZ,Arizona,33.0531,-109.3307,,M
Gila Crossing,AZ,Arizona,33.273,-112.1627,,M
Catalina Foothills,AZ,Arizona,32.3041,-110.8835,,M
Ray,AZ,Arizona,33.1834,-110.9976,,M
Tonto Basin,AZ,Arizona,33.8361,-111.3003,,M
Overgaard,AZ,Arizona,34.3909,-110.5532,,M
Dateland,AZ,Arizona,32.8209,-113.5418,,M
Granville,AZ,Arizona,33.189,-109.3826,,M
Kaibab,AZ,Arizona,36.8815,-112.7237,,M
Chloride,AZ,Arizona,35.4097,-114.1972,,M
Vaiva Vo,AZ,Arizona,32.7166,-111.9269,,M
Palo Verde,AZ,Arizona,33.3481,-112.6774,,M
Utting,AZ,Arizona,33.8544,-113.9128,,M
Ali Chukson,AZ,Arizona,31.9115,-111.8016,,M
McNary,AZ,Arizona,34.0924,-109.8541,,M
Kachina Village,AZ,Arizona,35.0949,-111.6926,,M
LeChee,AZ,Arizona,36.871,-111.4328,,M
Alpine,AZ,Arizona,33.8461,-109.1431,,M
Bylas,AZ,Arizona,33.1282,-110.1154,,M
Kino Springs,AZ,Arizona,31.3642,-110.8096,,M
Bryce,AZ,Arizona,32.9258,-109.8229,,M
Peeples Valley,AZ,Arizona,34.2773,-112.7653,,M
Littlefield,AZ,Arizona,36.8663,-113.9358,,M
Gu Oidak,AZ,Arizona,31.9206,-112.0235,,M
Arivaca Junction,AZ,Arizona,31.739,-111.0738,,M
Polacca,AZ,Arizona,35.8367,-110.3815,,M
Horn,AZ,Arizona,32.9448,-113.5032,,M
Aguila,AZ,Arizona,33.9376,-113.1665,,M
Palominas,AZ,Arizona,31.3838,-110.1211,,M
Blaisdell,AZ,Arizona,32.7125,-114.4266,,M
Crozier,AZ,Arizona,35.4227,-113.6486,,M
Curtiss,AZ,Arizona,31.8845,-110.2298,,M
Window Rock,AZ,Arizona,35.6705,-109.0639,,M
San Carlos,AZ,Arizona,33.35,-110.4654,,M
Tees Toh,AZ,Arizona,35.4849,-110.3989,,M
Congress,AZ,Arizona,34.1526,-112.8642,,M
Shonto,AZ,Arizona,36.5893,-110.6607,,M
Swift Trail Junction,AZ,Arizona,32.7305,-109.7147,,M
Wintersburg,AZ,Arizona,33.4187,-112.8666,,M
Penzance,AZ,Arizona,34.9053,-110.2548,,M
Roosevelt,AZ,Arizona,33.6618,-111.1295,,M
Summit,AZ,Arizona,32.0619,-110.9483,,M
Houck,AZ,Arizona,35.2714,-109.2237,,M
Oracle,AZ,Arizona,32.6085,-110.7826,,M
Happy Jack,AZ,Arizona,34.7434,-111.4074,,M
Catalina,AZ,Arizona,32.4849,-110.8996,,M
Bouse,AZ,Arizona,33.8984,-113.9962,,M
Hillside,AZ,Arizona,34.4184,-112.9171,,M
Magma,AZ,Arizona,33.1317,-111.4993,,M
Dilkon,AZ,Arizona,35.3606,-110.3155,,M
Lukachukai,AZ,Arizona,36.4112,-109.2267,,M
Spring Valley,AZ,Arizona,34.3531,-112.1514,,M
North Komelik,AZ,Arizona,32.5078,-111.9465,,M
Littletown,AZ,Arizona,32.1305,-110.8728,,M
Bosque,AZ,Arizona,32.9664,-112.5982,,M
Peach Springs,AZ,Arizona,35.5315,-113.4319,,M
Lochiel,AZ,Arizona,31.3357,-110.624,,M
Three Points,AZ,Arizona,32.0596,-111.2865,,M
Gray Mountain,AZ,Arizona,35.7458,-111.4735,,M
Ajo,AZ,Arizona,32.3923,-112.8839,,M
Comobabi,AZ,Arizona,32.0538,-111.8029,,M
Parker Strip,AZ,Arizona,34.2803,-114.1269,,M
Pinedale,AZ,Arizona,34.3208,-110.2599,,M
Supai,AZ,Arizona,36.2299,-112.6926,,M
Tat Momoli,AZ,Arizona,32.6013,-111.8862,,M
Olberg,AZ,Arizona,33.0923,-111.6862,,M
Sonoita,AZ,Arizona,31.6645,-110.6426,,M
Geronimo,AZ,Arizona,33.077,-110.0351,,M
Kirkland Junction,AZ,Arizona,34.3692,-112.6652,,M
Marble Canyon,AZ,Arizona,36.8155,-111.6377,,M
Strawberry,AZ,Arizona,34.4018,-111.5002,,M
Bumble Bee,AZ,Arizona,34.2009,-112.1529,,M
Rock Springs,AZ,Arizona,34.0489,-112.1485,,M
Sehili,AZ,Arizona,36.2807,-109.1815,,M
Growler,AZ,Arizona,32.8156,-113.7991,,M
Sun City,AZ,Arizona,33.6165,-112.2819,,M
Whiteriver,AZ,Arizona,33.8358,-109.9616,,M
Ligurta,AZ,Arizona,32.6745,-114.2949,,M
Yarnell,AZ,Arizona,34.2282,-112.7631,,M
Sunflower,AZ,Arizona,33.8642,-111.4676,,M
Anthem,AZ,Arizona,33.856,-112.1168,,M
Sacaton,AZ,Arizona,33.0793,-111.7683,,M
Morristown,AZ,Arizona,33.8548,-112.6136,,M
Roll,AZ,Arizona,32.7517,-113.9891,,M
Kirkland,AZ,Arizona,34.4175,-112.7121,,M
Cibecue,AZ,Arizona,34.0333,-110.4854,,M
Ventana,AZ,Arizona,32.4681,-112.2434,,M
Big Springs,AZ,Arizona,36.6017,-112.3499,,M
Flores,AZ,Arizona,34.0625,-112.8216,,M
Joseph City,AZ,Arizona,34.9614,-110.3274,,M
Golden Valley,AZ,Arizona,35.206,-114.2327,,M
Grand Canyon,AZ,Arizona,36.0544,-112.1393,,M
Flowing Springs,AZ,Arizona,34.3131,-111.3379,,M
Tonalea,AZ,Arizona,36.3218,-110.9667,,M
Cane Beds,AZ,Arizona,36.9342,-112.9118,,M
Fortuna Foothills,AZ,Arizona,32.6616,-114.3973,,M
Midway,AZ,Arizona,32.6337,-112.8552,,M
Mohave Valley,AZ,Arizona,34.9008,-114.5732,,M
Pearce,AZ,Arizona,31.9051,-109.8206,,M
Franconia,AZ,Arizona,34.7395,-114.2683,,M
Cashion,AZ,Arizona,33.4353,-112.2979,,M
Mesa del Caballo,AZ,Arizona,34.286,-111.2952,,M
Cordes Lakes,AZ,Arizona,34.3103,-112.1073,,M
Linden,AZ,Arizona,34.2625,-110.1424,,M
Casa Blanca,AZ,Arizona,33.1154,-111.9081,,M
Hyder,AZ,Arizona,33.0164,-113.3488,,M
Gadsden,AZ,Arizona,32.5564,-114.781,,M
Tacna,AZ,Arizona,32.7004,-113.9618,,M
Tanque Verde,AZ,Arizona,32.2687,-110.7437,,M
Heber,AZ,Arizona,34.4314,-110.594,,M
Meadview,AZ,Arizona,35.9532,-114.0789,,M
Cornville,AZ,Arizona,34.7389,-111.9086,,M
Nutrioso,AZ,Arizona,33.9514,-109.2058,,M
Mexican Water,AZ,Arizona,36.9669,-109.6379,,M
Central,AZ,Arizona,32.8681,-109.7914,,M
Drexel Heights,AZ,Arizona,32.1457,-111.0479,,M
Corona de Tucson,AZ,Arizona,31.9495,-110.7836,,M
Round Rock,AZ,Arizona,36.5044,-109.4616,,M
Carrizo,AZ,Arizona,33.9867,-110.3314,,M
Oxbow Estates,AZ,Arizona,34.1824,-111.343,,M
Oak Springs,AZ,Arizona,35.4761,-109.1317,,M
Central Heights,AZ,Arizona,33.4126,-110.8148,,M
Toltec,AZ,Arizona,32.7923,-111.6148,,M
Hotevilla,AZ,Arizona,35.9278,-110.6729,,M
Toyei,AZ,Arizona,35.7044,-109.937,,M
Pimaco Two,AZ,Arizona,31.9666,-110.4663,,M
Vicksburg,AZ,Arizona,33.7293,-113.8254,,M
Clay Springs,AZ,Arizona,34.3592,-110.3043,,M
Bagdad,AZ,Arizona,34.5771,-113.1771,,M
Camp Creek,AZ,Arizona,33.9117,-111.8168,,M
Campo Bonito,AZ,Arizona,32.5629,-110.6983,,M
Winona,AZ,Arizona,35.205,-111.4082,,M
Cochise,AZ,Arizona,32.1137,-109.9217,,M
Glenbar,AZ,Arizona,32.9167,-109.8581,,M
Rock Point,AZ,Arizona,36.7173,-109.6287,,M
Mohawk,AZ,Arizona,32.7267,-113.7552,,M
Willow Canyon,AZ,Arizona,32.3882,-110.701,,M
Tumacacori,AZ,Arizona,31.5687,-111.0523,,M
Chilchinbito,AZ,Arizona,36.5027,-110.0512,,M
Beardsley,AZ,Arizona,33.6614,-112.3791,,M
Pica,AZ,Arizona,35.4572,-113.1371,,M
Elgin,AZ,Arizona,31.668,-110.5346,,M
Miracle Valley,AZ,Arizona,31.3829,-110.1485,,M
Quijotoa,AZ,Arizona,32.1273,-112.1382,,M
Ganado,AZ,Arizona,35.7016,-109.5504,,M
Naco,AZ,Arizona,31.343,-109.9336,,M
Saint David,AZ,Arizona,31.8992,-110.2251,,M
Citrus Park,AZ,Arizona,33.5304,-112.444,,M
Chiawuli Tak,AZ,Arizona,31.941,-111.7765,,M
Ak Chin,AZ,Arizona,32.2873,-112.0091,,M
Sunizona,AZ,Arizona,31.8841,-109.6328,,M
Ali Molina,AZ,Arizona,31.9025,-111.7804,,M
Oracle Junction,AZ,Arizona,32.5551,-110.9334,,M
Piedra,AZ,Arizona,32.9048,-112.9855,,M
Ko Vaya,AZ,Arizona,32.0815,-111.8959,,M
Mesquite Creek,AZ,Arizona,34.9606,-114.5714,,M
South Komelik,AZ,Arizona,31.7144,-111.7744,,M
Kaka,AZ,Arizona,32.5114,-112.3169,,M
Nolic,AZ,Arizona,32.0341,-111.955,,M
Woodruff,AZ,Arizona,34.7843,-110.0366,,M
Schuchk,AZ,Arizona,32.1212,-111.6832,,M
Wide Ruins,AZ,Arizona,35.4175,-109.4993,,M
Moenkopi,AZ,Arizona,36.1124,-111.2212,,M
Paul Spur,AZ,Arizona,31.3662,-109.7345,,M
Amado,AZ,Arizona,31.6968,-111.0583,,M
Whispering Pines,AZ,Arizona,34.3728,-111.2813,,M
Kayenta,AZ,Arizona,36.7144,-110.2589,,M
Low Mountain,AZ,Arizona,35.9481,-110.0981,,M
Quivero,AZ,Arizona,35.5325,-112.1907,,M
Willaha,AZ,Arizona,35.7619,-112.2641,,M
Carmen,AZ,Arizona,31.5873,-111.0529,,M
Sells,AZ,Arizona,31.9202,-111.8775,,M
San Tan Valley,AZ,Arizona,33.1879,-111.5473,,M
Bellemont,AZ,Arizona,35.2381,-111.8335,,M
Tanque,AZ,Arizona,32.609,-109.5381,,M
Chinle,AZ,Arizona,36.1505,-109.5794,,M
Munds Park,AZ,Arizona,34.9382,-111.6318,,M
Randolph,AZ,Arizona,32.917,-111.5148,,M
Sasabe,AZ,Arizona,31.4887,-111.5421,,M
Red Lake,AZ,Arizona,36.3225,-110.9493,,M
Klagetoh,AZ,Arizona,35.501,-109.5283,,M
Sheldon,AZ,Arizona,32.8148,-109.1723,,M
Lewis Springs,AZ,Arizona,31.5812,-110.142,,M
Pine,AZ,Arizona,34.3788,-111.4574,,M
Kykotsmovi Village,AZ,Arizona,35.8576,-110.6338,,M
Lukeville,AZ,Arizona,31.8826,-112.8157,,M
Santa Rosa,AZ,Arizona,32.3326,-112.0464,,M
Higley,AZ,Arizona,33.3073,-111.721,,M
Dome,AZ,Arizona,32.7553,-114.3622,,M
Kofa,AZ,Arizona,32.882,-113.6466,,M
Ali Chuk,AZ,Arizona,31.8169,-112.5584,,M
Double Adobe,AZ,Arizona,31.4668,-109.6901,,M
Elfrida,AZ,Arizona,31.6858,-109.6896,,M
Casas Adobes,AZ,Arizona,32.3423,-111.0114,,M
Solomon,AZ,Arizona,32.8138,-109.6291,,M
Nelson,AZ,Arizona,35.5142,-113.3202,,M
Dennehotso,AZ,Arizona,36.8208,-109.8791,,M
Avra Valley,AZ,Arizona,32.4195,-111.3393,,M
Childs,AZ,Arizona,32.4528,-112.8435,,M
Brenda,AZ,Arizona,33.6721,-113.9379,,M
Sentinel,AZ,Arizona,32.8581,-113.2132,,M
Pinon,AZ,Arizona,36.0992,-110.2209,,M
Mormon Lake,AZ,Arizona,34.9084,-111.4632,,M
Two Guns,AZ,Arizona,35.1178,-111.0935,,M
Bluewater,AZ,Arizona,34.1681,-114.2667,,M
Charco,AZ,Arizona,32.2474,-112.6001,,M
Cedar Creek,AZ,Arizona,33.903,-110.1929,,M
Beyerville,AZ,Arizona,31.3921,-110.8748,,M
Cleator,AZ,Arizona,34.2786,-112.2329,,M
Oraibi,AZ,Arizona,35.8764,-110.6404,,M
Nazlini,AZ,Arizona,35.9156,-109.4726,,M
Burnside,AZ,Arizona,35.7534,-109.6248,,M
Sonora,AZ,Arizona,33.1653,-110.9959,,M
Yampai,AZ,Arizona,35.4894,-113.2005,,M
Washington Park,AZ,Arizona,34.3978,-111.2731,,M
Moccasin,AZ,Arizona,36.9099,-112.7546,,M
Freedom Acres,AZ,Arizona,34.3199,-111.3051,,M
San Jose,AZ,Arizona,32.8169,-109.5957,,M
Topock,AZ,Arizona,34.7206,-114.478,,M
Mount Trumbull,AZ,Arizona,36.4119,-113.3255,,M
Bon,AZ,Arizona,32.9714,-111.9085,,M
Sun Valley,AZ,Arizona,34.9835,-110.0375,,M
Valentine,AZ,Arizona,35.3886,-113.6591,,M
New River,AZ,Arizona,33.8835,-112.0858,,M
Del Muerto,AZ,Arizona,36.187,-109.4348,,M
Cameron,AZ,Arizona,35.8537,-111.4269,,M
Copper Hill,AZ,Arizona,33.4379,-110.7516,,M
Salina,AZ,Arizona,36.0222,-109.8673,,M
Topawa,AZ,Arizona,31.8078,-111.8305,,M
North Rim,AZ,Arizona,36.2105,-112.0613,,M
Young,AZ,Arizona,34.1188,-110.9559,,M
Indian Wells,AZ,Arizona,35.4089,-110.1061,,M
Flowing Wells,AZ,Arizona,32.2937,-111.011,,M
Cibola,AZ,Arizona,33.3733,-114.6792,,M
Pisinemo,AZ,Arizona,32.035,-112.3193,,M
Kohatk,AZ,Arizona,32.5782,-112.0032,,M
East Fork,AZ,Arizona,33.8081,-109.9227,,M
Santa Cruz,AZ,Arizona,33.2325,-112.1593,,M
Portal,AZ,Arizona,31.9137,-109.1414,,M
Jeddito,AZ,Arizona,35.7697,-110.1305,,M
McConnico,AZ,Arizona,35.1636,-114.0898,,M
Steamboat,AZ,Arizona,35.7535,-109.8504,,M
Artesia,AZ,Arizona,32.6981,-109.7076,,M
White Cone,AZ,Arizona,35.6037,-110.0791,,M
Anegam,AZ,Arizona,32.3742,-112.035,,M
Wagoner,AZ,Arizona,34.2136,-112.5357,,M
Franklin,AZ,Arizona,32.6771,-109.0721,,M
Poston,AZ,Arizona,33.9921,-114.4046,,M
Seba Dalkai,AZ,Arizona,35.4816,-110.4562,,M
Theba,AZ,Arizona,32.9182,-112.8898,,M
Davis Dam,AZ,Arizona,35.18,-114.5664,,M
Cowlic,AZ,Arizona,31.8048,-111.9876,,M
Arivaca,AZ,Arizona,31.575,-111.2926,,M
Pinta,AZ,Arizona,35.0822,-109.6307,,M
Hackberry,AZ,Arizona,35.3401,-113.7256,,M
Wahak Hotrontk,AZ,Arizona,32.1748,-112.3664,,M
Maish Vaya,AZ,Arizona,32.1703,-112.1342,,M
Forest Lakes Estates,AZ,Arizona,34.3389,-110.7998,,M
Rye,AZ,Arizona,34.0979,-111.3542,,M
Parks,AZ,Arizona,35.2939,-111.9771,,M
Mayer,AZ,Arizona,34.4233,-112.2408,,M
Cutter,AZ,Arizona,33.3584,-110.6593,,M
Skull Valley,AZ,Arizona,34.5053,-112.6855,,M
La Paz Valley,AZ,Arizona,33.5578,-114.2434,,M
Kohls Ranch,AZ,Arizona,34.321,-111.0838,,M
Dolan Springs,AZ,Arizona,35.5905,-114.2852,,M
Red Mesa,AZ,Arizona,36.9664,-109.3828,,M
Winslow West,AZ,Arizona,34.9923,-110.7069,,M
Mojave Ranch Estates,AZ,Arizona,34.9449,-114.5907,,M
Nicksville,AZ,Arizona,31.4384,-110.249,,M
Christopher Creek,AZ,Arizona,34.3206,-111.0071,,M
Ash Fork,AZ,Arizona,35.2172,-112.4914,,M
Midland City,AZ,Arizona,33.412,-110.8243,,M
Cactus Flat,AZ,Arizona,32.7642,-109.7205,,M
Chambers,AZ,Arizona,35.1886,-109.4332,,M
Freedom,ID,Idaho,42.9854,-111.0296,,M
Stansbury park,UT,Utah,40.6356,-112.3054,,M
Timpie,UT,Utah,40.7474,-112.6566,,M
Columbia,UT,Utah,39.5169,-110.3827,,M
Fremont,UT,Utah,38.4554,-111.6149,,M
Iron Springs,UT,Utah,37.7497,-113.2347,,M
Penrose,UT,Utah,41.6508,-112.3016,,M
Caineville,UT,Utah,38.333,-111.0188,,M
Shivwits,UT,Utah,37.1811,-113.7575,,M
Bothwell,UT,Utah,41.7171,-112.2588,,M
Teasdale,UT,Utah,38.2851,-111.4724,,M
Bridgeland,UT,Utah,40.163,-110.2343,,M
Clear Creek,UT,Utah,39.6427,-111.1548,,M
Magna,UT,Utah,40.7094,-112.0828,,M
Sugarville,UT,Utah,39.4652,-112.6494,,M
Gold Hill,UT,Utah,40.1663,-113.8306,,M
Mexican Hat,UT,Utah,37.1731,-109.8731,,M
Greenwich,UT,Utah,38.4311,-111.923,,M
Emory,UT,Utah,41.0488,-111.3044,,M
Birdseye,UT,Utah,39.9244,-111.5496,,M
Hiawatha,UT,Utah,39.4844,-111.0116,,M
La Sal,UT,Utah,38.3025,-109.2645,,M
Pine Valley,UT,Utah,37.3904,-113.5061,,M
Snyderville,UT,Utah,40.7042,-111.5438,,M
Lund,UT,Utah,38.0075,-113.4316,,M
Oasis,UT,Utah,39.2923,-112.629,,M
Burmester,UT,Utah,40.6911,-112.4522,,M
Peoa,UT,Utah,40.7257,-111.338,,M
Erda,UT,Utah,40.6028,-112.3214,,M
Devils Slide,UT,Utah,41.0636,-111.5433,,M
Pintura,UT,Utah,37.3408,-113.2741,,M
Kenilworth,UT,Utah,39.6803,-110.8146,,M
Sulphurdale,UT,Utah,38.5602,-112.5819,,M
Bennion,UT,Utah,40.6386,-111.9388,,M
Benjamin,UT,Utah,40.0945,-111.7387,,M
Spring Glen,UT,Utah,39.6561,-110.8461,,M
Kearns,UT,Utah,40.652,-112.0093,,M
Westwater,UT,Utah,39.0783,-109.1123,,M
Cove,UT,Utah,41.9683,-111.7793,,M
Avon,UT,Utah,41.5354,-111.8125,,M
Soldier Summit,UT,Utah,39.9286,-111.0779,,M
Bluebell,UT,Utah,40.3576,-110.2232,,M
Montezuma Creek,UT,Utah,37.2563,-109.303,,M
Thompson Springs,UT,Utah,38.9636,-109.7036,,M
Fruitland,UT,Utah,40.2127,-110.8396,,M
Sunnyside,UT,Utah,39.5514,-110.3879,,M
